"","lorenz","rossler","henon","Experimental_data_periodic","Experimental_data_quasi.periodic.2","Experimental_data_quasi.periodic.3","Experimental_data_chaotic"
"189",0.000269191297297209,0.000134555957298701,0.00151773480318799,3.13900326370465e-07,1.19350572638115e-06,6.76519492020935e-06,1.60735224706574e-06
"190",0.000256531058026626,0.000126038917507117,0.0012034774991086,2.33705795117326e-07,9.6030166933949e-07,5.24547239510499e-06,1.31040155777833e-06
"191",0.000234580385780794,0.000116359516913848,0.00050042375431026,1.5006338793264e-07,6.95938690807861e-07,4.78588117289405e-06,9.53537270133861e-07
"192",0.000203745544687781,0.000105076092865729,0.000438276955712498,1.15545284758935e-07,4.69112988661992e-07,7.3858046219033e-06,6.44958596483007e-07
"193",0.000165617037159438,9.23419963583716e-05,0.00149180361913969,7.10840794232264e-08,2.87877341997728e-07,1.39104045200877e-05,4.33239325865744e-07
"194",0.000123097878950923,7.85721395942035e-05,0.00199298119007001,4.784298500409e-08,1.82231950542955e-07,1.31874937383351e-05,2.472006587418e-07
"195",8.03152867324887e-05,6.43048690406198e-05,0.00234028068352542,5.3471368523508e-08,8.71355175291511e-08,1.82073628516992e-05,2.0889880655838e-07
"196",5.5422120635609e-05,5.01382513447986e-05,0.00311745471169068,8.96564098299538e-08,4.31018753199737e-08,1.94304905977584e-05,1.27421277146655e-07
"197",3.5844293939522e-05,3.66921216871587e-05,0.00505662384293138,1.05553312792831e-07,1.95220523319837e-08,1.80100124594946e-05,1.59126442841029e-07
"198",2.48744604425117e-05,2.45787082295317e-05,0.00536724652583398,1.53175175716002e-07,9.10418608759038e-09,1.4762931288116e-05,1.80423218474891e-07
"199",2.94428508441899e-05,1.43762791515276e-05,0.00361907225255917,1.91824226577752e-07,1.17345031534973e-09,9.46610633867356e-06,2.82632147570306e-07
"200",5.03641818091748e-05,9.86220418242169e-06,0.0025986182454611,2.38380627033171e-07,3.57266622534366e-09,7.67634923690334e-06,3.77051653189355e-07
